artist,song,link,text
Dolly Parton,He Would Know,/d/dolly+parton/he+would+know_20222442.html,"(Dolly Parton)  
In my mind I've made love to you often  
But only in my mind can it be so  
'Cause there's someone at home that's countin' on me  
And if I did, I'm sure that he would know  
Yes, he would know, yes, he could tell  
For, he has loved me long enough to know me very well  
And if I lied, he'd see it in my eyes  
I know my guilt would show and he would know  
But I must admit you're someone very special  
And it would be so easy to let go  
Makin' love to you could be so easy  
But if I did, I'm sure that he would know  
Yes, he would know, yes, he could tell  
For, he has loved me long enough to know me very well  
And if I lied, he'd see it in my eyes  
I know my guilt would show and he would know  
My conscience just won't let me make love to you  
I know it would be sweet, but I just can't  
When I go home to him I must be able  
To look him in the eyes and say I ain't  
'Cause he would know, yes, he could tell  
For, he has loved me long enough to know me very well  
And if I lied, he'd see it in my eyes  
I know my guilt would show and he would know  
He would know  

"
Dolly Parton,Dirty Job,/d/dolly+parton/dirty+job_20041819.html,"(Dolly Parton)  
It's a dirty job  
But somebody's got to do it  
Better get to it  
Somebody's gotta do it  
Whatever it takes, whatever it takes  
Any work at all  
Is better than none  
Better buckle down to it  
Gotta get the job done  
Gotta earn my pay... I gotta earn my pay  
I can't wait around on the lottery  
And there ain't no millionaires  
Lookin' for me  
And somebody's gotta do it, do it  
Somebody's gotta do it, do it  
Somebody's gotta do it, do it  
Somebody  
I can think of better things  
I'd rather do  
I might get lucky  
And I'm hopin' to  
But until I do  
I gotta compromise  
The job ain't much  
But at least it's mine  
It beats standin'  
In the unemployment line  
Put pride aside  
And I'll improvise  
Even if I do get a better job  
Somebody else  
Has gotta fill my spot  
Somebody's gotta do it, do it  
Somebody's gotta do it, do it  
Somebody's gotta do it, do it  
Somebody  
Somebody  
Somebody's gotta do it, do it  
Somebody's gotta do it, do it  
It's a dirty job  
It's a low-down dirty job  
Somebody  
Even if the rules are too hard to follow  
Even when pride is too hard to swallow  
It's another day so it's another dollar  
That's what it's all about, Oh  
It's a dirty job  
But somebody's got to do it  
Better get to it  
Somebody's gotta do it  
Whatever it takes  
Gotta keep the faith  
Any work at all  
Is better than none  
Better buckle down to it  
Gotta get the job done  
Gotta earn my way  
And it's a workin' day  
The job ain't much  
But at least it's mine  
It beats standin'  
In the unemployment line  
Somebody's gotta do it, do it  
Somebody's gotta do it, do it  
Somebody's gotta do it, do it  
Somebody  
Somebody  
It's a dirty job  
Somebody's gotta do this low-down dirty job  
Somebody  
It's a dirty job, it's a dirty job  
It's a low-down dirty job  
Somebody  
Somebody  
Somebody  

"
Dolly Parton,All I Can Do,/d/dolly+parton/all+i+can+do_20041930.html,"(Dolly Parton)  
It's all I can do to keep from falling in love with you  
All I can do to keep from letting it show  
Yeah it's all I can do to keep from falling in love with you  
All I can do to keep from telling you so  
I wasn't looking for love when I found you  
Just someone to be with and have a good time  
But I get these strange funny feelings around you  
When you're not with me, you're still on my mind  
And it's all I can do to keep from falling in love with you  
All I can do to keep from letting it show  
Yeah it's all I can do to keep from falling in love with you  
All I can do to keep from telling you so  
I had intended to wait for a long time  
I thought that love would just mess up my plans  
'Cause I had big plans for a bright shining future  
Could this be my future that's holding my hand  
And it's all I can do to keep from falling in love with you  
All I can do to keep from letting it show  
Yeah it's all I can do to keep from falling in love with you  
All I can do to keep from telling you so  
I need to tell you how I feel about you  
But I'm so afraid that you don't feel the same  
But if I don't tell you how I feel about you  
I just might lose you, can I take that chance  
And it's all I can do to keep from falling in love with you  
All I can do to keep from letting it show  
Yeah it's all I can do to keep from falling in love with you  
All I can do to keep from telling you so  

"
Dolly Parton,Barbara On Your Mind,/d/dolly+parton/barbara+on+your+mind_20041804.html,"(Dolly Parton)  
Last night you called me Barbara  
As you lay fast asleep  
And although I'm not Barbara  
You wanted me to be  
You whispered words I haven't heard  
In such a long, long time  
Last night you said I love you  
With Barbara on your mind  
Sometimes I find traces of her kisses on your skin  
And strands of chestnut hair  
That say you've been with her again  
Little traces of her that it breaks my heart to find  
Last night you called me darlin'  
With Barbara on your mind  
With Barbara on your mind  
You held me in your arms so tight  
And lying there so close to you  
I cried until day light  
And though you think that I don't know  
I'm really not that blind  
Last night you said I love you  
With Barbara on your mind  
Last night you called me darlin'  
With Barbara on your mind  

"
Dolly Parton,"Hey, Lucky Lady",/d/dolly+parton/hey+lucky+lady_20223127.html,"(Dolly Parton)  
Lucky lady, lucky lady, I was once the lucky lady  
I was happy with my baby, I was such a lucky lady  
Hey, lucky lady, lucky lady, you are now the lucky lady  
Are you happy with my baby, you know you're a lucky lady, you lucky lady  
Lucky lady, that's what I was, I was lucky to have his love  
All a woman could wish for, he was that and so much more  
He was mine and how I loved him before your hands ever touched him  
Long before your temping eyes lured my baby from my life  
Hey, hey, Lucky lady, lucky lady, you are now the lucky lady  
Are you happy with my baby, you know you're a lucky lady  
Lucky lady, lucky lady, I was once the lucky lady  
I was happy with my baby, you know you're a lucky lady, you lucky lady  
Is it love or is it pleasure, do you know you've found a treasure  
Are you only having fun, do you know the prize you've won?  
If you don't want something lasting, if it's just the time you're passing  
Lucky lady, give him up 'cause I do love him very much  
Lucky lady, lucky lady, I was once the lucky lady  
I was happy with my baby, I was such a lucky lady  
Hey, lucky lady, lucky lady, you are now the lucky lady  
Are you happy with my baby, you know you're a lucky lady, you lucky lady  
Hey, hey, Lucky lady, lucky lady, you are now the lucky lady  
Are you happy with my baby, you know you're a lucky lady  

"
Dolly Parton,Hush-a-bye Hard Times,/d/dolly+parton/hush+a+bye+hard+times_20041536.html,"(Dolly Parton)  
Many years you have lingered around my cabin door  
Oh hard times come again no more  
Oh hard times come again no more  
Oh hush a bye hard times, go ye away  
Cause my hungry baby wants a Gingerbread Cake  
Not a cow in the barn yard no money to spend  
Not an egg in the hayloft, no little red hen  
So, hush a bye baby don't cry no more  
Your mama can't give you what you're crying for  
There's a wolf at the door with an angry  
Cold hungry stare, he keeps howling of hard times  
And the cupboard is bare  
Oh, hush a bye hard times go ye to rest  
Cause my ragged baby wants a new ruffled dress  
And she wants some new shoes with buckles to wear  
And she wants some silver bows for her golden hair  
So, hush a bye baby don't cry no more  
Your mama can't give you what you're crying for  
There's a wolf at the door with an angry  
Cold hungry stare, he keeps howling of hard times  
And the cupboard is bare  
So, hush a bye baby don't cry no more  
Your mama can't give you what you're crying for  
There's a wolf at the door with an angry  
Cold hungry stare, he keeps howling of hard times  
And the cupboard is bare  
Hush a bye hard times go ye away  
I don't intend to be treated this way  
So, hush a bye baby  
Hush a bye hard times  
Hush a bye baby  
Don't cry no more  
Hush a bye hard times  
Hush a bye baby  
Hush a bye hard times  
Come ye no more  
Many years you have lingered around my cabin door  
Hush a bye hard times  
Come ye no more  
Hush a bye baby  
Hush a bye hard times  
Hush a bye baby  
Don't cry no more  
Hush a bye hard times  
Hush a bye baby  
Hush a bye hard times  
Come ye no more  

"
Dolly Parton,Hollywood Potters,/d/dolly+parton/hollywood+potters_20041844.html,"(Dolly Parton)  
Mother's hold on to your sons and you daughters  
Should Hollywood claim them, you'll hold then no more  
Cause they'll become claimed to the Hollywood potters  
And there's no escape once they walk through that door  
Hollywood, Hollywood Dungeon of Drama  
Center of sorrow, city of schemes  
Hollywood, Hollywood Terrace of Trauma  
Palace of promises, dealer in dreams  
Some, they go hungry and some go insane  
Some go to the bottle and some to the vains  
Some become users and some become used  
And some even make it, but most never do  
Hollywood, Hollywood Dungeon of Drama  
Center of sorrow, city of schemes  
Hollywood, Hollywood Terrace of Trauma  
Palace of promises, dealer in dreams  
You spin them around like a merry-go-round  
You mold them and shape them and then throw them down  
All of your glitter and all of your gold  
Is that what you give in exchange for a soul  
Cause they sell their soles for the likes of you  
While you chew up and spit out what you cannot use  
Mother's hold on to your sons and you daughters  
Should Hollywood claim them, you'll hold then no more  
Cause they'll become claimed to the Hollywood potters  
And there's no escape once they walk through that door  
Hollywood, Hollywood Dungeon of Drama  
Center of sorrow, city of schemes  
Hollywood, Hollywood Terrace of Trauma  
Palace of promises, dealer in dreams  

"
Dolly Parton,Daddy's Working Boots,/d/dolly+parton/daddys+working+boots_20180358.html,"(Dolly Parton)  
My dear hard workin' daddy works his life away for us  
That's the way that daddy shows to us his love  
And Daddy's two hard working hands  
They're callous and they're sore  
And Daddy's workin' boots have walked a million miles or more  
As long as I remember, I remember Daddy workin'  
Workin' on the job or either on the farm  
Tryin' to provide for the family that he loves  
And Daddy's working boots have taken many steps for us  
Chorus:  
Daddy's workin' boots have served as his foundation  
Though just like him, they're tired and worn  
For years they've helped him stand  
Daddy's working boots have filled their obligation  
They've walked that rocky road with a mighty, mighty man  
Dear lord above, I know up there my Daddy's got a mansion  
And a great reward that's long been overdue  
And when it comes my Daddy's time to be with you in heaven  
Spoken:  
Won't cha let him walk your golden streets  
In a pair of brand new golden boots  
Repeat Chorus  
Daddy's workin' boots  

"
Dolly Parton,Evening Shade,/d/dolly+parton/evening+shade_20041829.html,"(Dolly Parton)  
My train of thought was broken by a sudden burst of laughter  
Something badly needed to brighten up the chores  
Seemed old Mrs. Bailey had accidentally fell  
In the water being used to scrub the floors  
Now Mrs. Bailey was the meanest matron at the home  
She believed in lots of work with little play  
And we laughed till we bent double  
Though we knew we'd get in trouble  
But trouble's all we had at evening shade  
Now evening shade was where they claim to teach you understanding  
To teach you love and keep you off the streets  
And all the kids that live here are said to be a problem  
Juvenile delinquents so to speak  
But understanding isn't learned from punishment and anger  
An iron has no gentle touch and love ain't learned from hate  
The reason we were here is 'cause we had no one who cared  
But they cared even less at evening shade  
Little Susan Bradley, one night had wet her bed  
Mrs. Bailey took the razor strap and beat her half to death  
And I knew that something must be done to put an end to this  
And so I started talking plans with the older kids  
Plans were that Joe Johnson would steal the kerosene  
And I would get some matches when nobody seen  
Beckie Adams would make sure the kids were all outside  
Billy Watson would look out for the evil eye  
Now Mrs. Bailey took a nap at three o'clock each day  
We knew that she'd be a'sleeping as the plans got underway  
Now that its all over and the sun is going down  
There's no evening shade 'cause we burned it to the ground  

"
Dolly Parton,Dagger Through The Heart,/d/dolly+parton/dagger+through+the+heart_20181469.html,"(Dolly Parton)  
Oh, you're out there tonight with another  
And my pain is so dreadfully sharp.  
I picture you with her and shudder,  
It's like a dagger through the heart  
Do you think that my feelings don't matter,  
Or your cheatin' or hurtful remarks  
When you leave me all broken and shattered  
It's like a dagger through the heart  
Oh, I know I'm a fool to keep stayin'  
When you've made hurtin' me such an art,  
Tossed around like a used box of crayons,  
It's like a dagger through the heart  
Oh, you cut me to pieces so often  
Like a knife or a poisonous dart  
I would be better off in my coffin,  
It's like a dagger through the heart  
Oh, I know I'm a fool to keep stayin'  
When you've made hurtin' me such an art,  
Tossed around like a used box of crayons,  
It's like a dagger through the heart  
Like a dagger through the heart, through the heart  
  

"
Dolly Parton,Don't Let It Trouble Your Mind,/d/dolly+parton/dont+let+it+trouble+your+mind_20041820.html,"(Dolly Parton)  
Our love affair is bitter sweet  
Insecure and incomplete  
And I've often wondered why your leaving's been so long delayed  
It's all become so complicated  
Maybe you feel obligated  
And out of simpathy for me you stay  
But I had rather live alone  
Than live with someone who doesn't love me  
And I'd rather have you go than stay  
And put me down a thinkin' you're above me  
Our love affair is so wound up  
It's best that we unwind  
And if you don't love me, leave me  
And don't let it trouble your mind  
You've waited much too long to leave afraid of how I'd take it  
And I'm deeply touched by your concern but I think I can make it  
It won't be easy for a while but I'll forget in time  
And if you don't love me, leave me and don't let it trouble your mind  
I had rather live alone  
Than live with someone who doesn't love me  
And I'd rather have you go than stay  
And put me down a-thinkin' you're above me  
Our love affair is so wound up  
It's best that we unwind  
And if you don't love me, leave me  
And don't let it trouble your mind  

"
Dolly Parton,Heartbreak Express,/d/dolly+parton/heartbreak+express_20041839.html,"(Dolly Parton)  
Packin' my suitcase writin' a tear stained good-bye note  
Sayin' so long to a love gone wrong and that's all she wrote  
Leavin' behind what once was mine with sad regrets  
But it's all gone now and I'm leavin' town on the Heartbreak Express  
Walkin in the rain with a heart full of pain to the train depot  
The only things that's gonna keep me warm now is my overcoat  
Lost and lonely waitin in line at the ticket desk  
Hey mister won't you give me a one-way ticket on the Heartbreak Express  
I'm gonna roll on down the line  
I'm gonna go so far I'm gonna get it off my mind  
It hurts to know it ain't enough when you give your best  
Got a ticket to ride and I'm leavin tonight on the Heartbreak Express  
Oh I couldn't hold a candle to a flaming beauty that caught his eye  
It's killin' me now but I won't stay around and let him watch me die  
Oh it just goes to show you never do know 'cause I never would'a guessed  
I'd be sittin' here now on a train sorrow bound called the Heartbreak Express  
I'm gonna roll on down the line  
I'm gonna go so far I'm gonna get it off mt mind  
Maybe someday somewhere someway I will forget  
But there's no goin' back so roll down the track you ole Heartbreak Express  
Feelin' alone while a low whistle moans  
On the Heartbreak Express  

"
Dolly Parton,Change,/d/dolly+parton/change_20041736.html,"(Dolly Parton)  
Someday when I'm over you  
And when I think I'm able to  
Well, I might try to be  
Your friend again  
But your restless heart  
And rovin' eyes  
My jealousy, these endless fights  
I've got to get out of your life  
Or I will never mend  
I guess I'll die a bit each day  
But I'm always dying anyway  
And I don't have the heart to  
Stay, and I can't take the pain  
I know we've tried to no avail  
Our heaven now has  
Turned to hell  
The same old hurt  
We know so well  
And something's got  
To change  
We both know it's got to end  
The passion's gone  
It's just pretend  
And one of us have got  
To make the move  
We might as well just give it up  
We've lost respect and  
There's no trust  
And without this, there's  
No real love  
It's just some sad excuse  
I guess I'll die a bit each day  
But I'm always dying anyway  
And there's nothing left but walk away  
Ain't this a crying shame  
A change of pace  
A change of heart  
A change of place  
A place to start  
And we'll be better off apart  
Our only chance is change  
And we never wil  
But something has to change  
But someday when I'm over you  
And when I think I'm able to  
Then I will try to be your friend again  
But I don't want to see  
Your face 'til then  
Change, I need a change  
I need a change  
We need a change  

"
Dolly Parton,A Cowboy's Ways,/d/dolly+parton/a+cowboys+ways_20041799.html,"(Dolly Parton)  
Sometimes he gets crazy as men are known to do  
He'll lose his head in spite of everything he stands to lose  
What is it in a man that makes him act like such a fool  
She swears she never knew but always needed to  
But stubborn pride is just the way of cowboys I suppose  
Even love can't change the things he ought to change the most  
And it's pride that keeps him standing when he should be on his knees  
Makin' apologies but she loves him desperately  
Oh but now and again she wished he'd been a poet  
So he'd know all the perfect lines to say  
And have some great romantic way to show it  
Be the hero ridin' up to save the day  
And go ridin' high like a knight in shinin' armor  
To sweep her up and carry her away  
Oh but he don't have no magic ways to charm her  
No cause even love can't change a cowboy's ways  
""I love you"" and ""I'm sorry"" are words that just don't come  
Cause words like that are no match for the kind that rule his tongue  
But his eyes keep tellin' her ""you know I love you anyway  
No matter what I say or what I never say""  
Oh but now and again she wished he'd been a poet  
So he'd know all those fancy lines to say  
And have some great romantic way to show it  
Be the hero ridin' up to save the day  
And go ridin' high like a knight in shinin' armor  
And sweep her up and carry her away  
Oh but he don't have no magic ways to charm her  
No cause even love can't change a cowboy's ways  
His ways seem cold but she knows he's much warmer  
But even love can't change a cowboy's ways  
He's just a fool that must defend his honor  
But even love can't change a cowboy's ways  

"
Dolly Parton,Down,/d/dolly+parton/down_20041821.html,"(Dolly Parton)  
Spent all my money on everyone else  
Why I just kept handing it out right and left  
They didn't appreciate none of my help  
I have found  
Had me a man  
I was so much in love  
But he just walked off after using me up  
I cried like a baby  
It hurt me so much and I'm down  
Yeah, I'm sure down  
I know that I'm down but I'm gonna get up  
I just need some time  
Just need a little streak of good luck  
And you know that it's rough when your bitting the dust like I am  
You try to do right but tell me where does that get you  
People just use you and then they forget you  
Well it won't take me long  
To get my feet back on solid ground  
But now I'm down  
When I get my life back in order again  
Well I'll still be willing to help out my friends  
And if you need some body or wished it had been, look around  
I'll be spending my money on everyone else  
Well I'll just be handing it out right and left  
I'll find a new love I won't live by myself  
I'm just down, now, yeah I'm down  
I know that I'm down but I'm gonna get up  
I just need some time  
Just need a little streak of good luck  
And you know that it's rough when your bitting the dust like I am  
You try to do right but tell me where does that get you  
People just use you and then they forget you  
Well it won't take me long  
To get my feet back on solid ground  
But now I'm down  
I know that I'm down  
But I'm bound to get up  

"
Dolly Parton,A Better Place To Live,/d/dolly+parton/a+better+place+to+live_20041550.html,"(Dolly Parton)  
There's a bit of magic in a simple little smile  
Something that just makes life seem a little more worthwhile  
And there's a world of meaning in the touch of someone's hand  
A gentle touch that let's your brother know you understand  
Oh if people would stop taking and just once try to give  
We could make the world we're living in a better place to live  
La la la la la la la la la la la la  
And if we'd love one another instead of finding faults  
We could afford the price of peace, love is all it costs  
Oh wouldn't it be great to live and sing in harmony  
Everybody take your brother's hand and sing my song with me  
La la la la la la la la la la la la  
All life has to offer that's what most folks desire  
But offer nothing in return, cause they don't seem to care  
And if we'd ask to be forgiven and be willing to forgive  
We could make the world we're living in a better place to live  
And if we'd all climb together, we could climb the highest hill  
We could make the world we're living in a better place to live  
And if we'd love one another instead of finding faults  
We could afford the price of peace, love is all it costs  
Oh wouldn't it be great to live and sing in harmony  
Everybody take your brother's hand and sing my song with me  
La la la la la la la la la la la la  

"
Dolly Parton,"Gypsy, Joe And Me",/d/dolly+parton/gypsy+joe+me_20041716.html,"(Dolly Parton)  
We might have slept in a rail yard or camped by the river bank  
We fed ourselves from the fruit of the land  
And quenched our thirst with rain  
We never did allow no roots to grow beneath our feet  
Life just had no pattern for Gypsy Joe and me  
All we had was each other and the rags upon our back  
The closest thing to a home we new was some abandoned shack  
But we had all we needed and the rest we didn't need  
Life was free and simple for Gypsy Joe and me  
Now Gypsy was my little dog, I found by the road in a ditch  
And so I named him Gypsy, cause that name just seemed to fit  
Oh and Joe he was my man, the flower of my soul  
Thou he never said he loved me, I just always seemed to know  
While standing by the highway, thumbin' for a ride  
The speeding wheels of a passing car, took Gypsy's life  
I lost him where I found him and his loss was misery  
Now there's no more Gypsy, there's just Joe and me  
Well the winter came and the snow did fall  
And the night was cold and still  
And the rags we wore were not enough  
And Joe he caught the chill  
And he told me how he loved me  
And in my arms he went to sleep  
Now there's no more Gypsy, no more Joe, there's just me  
While standin' here on the edge of this bridge  
Lookin' down I see  
The face of Joe and Gypsy, lookin' back at me  
And somewhere in the distance I can hear them callin' me  
Tonight we'll be together again  
Gypsy, Joe and me  

"
Dolly Parton,Burning,/d/dolly+parton/burning_20041810.html,"(Dolly Parton)  
When I look at you  
I melt like a candle  
You light a fire in me  
What am I to do  
I just hope I can handle  
The heat and the smoke blinding me  
This feeling, this fire  
This burning desire  
Is raging its way through my soul  
And if you feel the same  
Help me fan the flames  
'Til we're burning out of control  
Burning to know you  
Burning to show you  
And I've felt this way from the start  
Burning with passion  
I do hope it's lasting  
And it's burning a hole in my heart  
You kindle in me  
A warm glowing feeling  
A spark and a flicker of hope  
It's more than a game  
And like moths to a flame  
We're drawn to its warmth and its glow  
These embers of love  
Are fueled by the notion  
This could be an eternal flame  
Consumed by the blaze  
I fear it's too late  
'Cause this torch that I hold bears your name  
Oh, and I'm burning to know you  
Burning to hold you  
It's grown to a flame from a spark  
Burning with passion  
I do hope it's lasting  
And it's burning a hole in my heart  
Oh, I'm burning with passion  
I do hope it's lasting...  
I've had so many dreams fall apart...  
And it's burning a hole in my heart...  
I'm burning  
Oh, I'm burning  
Mmmm, I'm burning oh, I burning ooh  

"
Dolly Parton,Gettin' Happy,/d/dolly+parton/gettin+happy_20695159.html,"(Dolly Parton)  
Without a love to call my own my life was incomplete  
It seems I couldn't help but think that love was not for me  
But my life took on a different twist when I met me a man that I couldn't
resist  
I didn't know what all I'd missed, and I'm a gettin' happy  
Oh, I'm a gettin' happy  
Yeah, I'm a gettin' happy - all my lonely days are gone  
I'm a gettin' happy - no more lonely nights alone  
I got someone to call my own and now my life is like a song  
And he helps me sing along - I'm a gettin' happy  
Oh, I'm a gettin' happy  
Oh, people used to talk of love and I couldn't understand  
About the fire and the desire in lovin' a good man  
Oh, but now I know just what they meant since I met me a man that was Heaven
sent  
Wonder where the sadness went, cause I'm a gettin' happy  
Oh, I'm a gettin' happy  
I'm a gettin' happy - all my lonely days are gone  
I'm a gettin' happy - no more lonely nights alone  
I got someone to call my own and now my life is like a song  
And he helps me sing along - an' I'm a gettin' happy  
Oh, I'm a gettin' happy - whoo!  
Yeah, I'm gettin' happy - all my lonely days are gone  
I'm a gettin' happy - no more lonely nights alone  
I got someone to call my own, now my life is like a song  
Got someone to sing along and I'm a gettin' happy  
Oh, I'm a gettin' happy  
Hey, hey I'm a gettin' happy - all my lonely days are gone  
I'm a gettin' happy - no more lonely nights alone  
'Cause I'm a gettin' happy  

"
Dolly Parton,Baby I'm Burning,/d/dolly+parton/baby+im+burning_20041632.html,"(Dolly Parton)  
You look at me that way  
I know what your eyes say  
Your eyes reflect love and desire  
I see that you need me  
I need you to please me  
You touch me and set me on fire  
It's the way that you love me  
The way that you touch me  
The way that you whisper my name  
I cannot resist you  
Each time I kiss you  
Then everything goes up in flames  
Baby I'm burning out of control  
Baby I'm burning body and soul  
Hot as a pistol of flaming desire  
Baby I'm burning  
You got me on fire  
I'm on fire  
This red hot emotion  
Puts fireworks in motion  
It looks like the fourth of July  
There's no use in fighting  
The fire you've ignited  
Just stand back and watch the sparks fly  
Baby I'm burning out of control  
Baby I'm burning body and soul  
Hot as a pistol of flaming desire  
Baby I'm burning  
You got me on fire  
Baby I'm burning  
Baby I'm burning  
Baby I'm burning  
Baby I'm burning  
Baby I'm burning out of control  
Baby I'm burning body and soul  
Hot as a pistol of flaming desire  
Baby I'm burning  
You got me on fire  
Baby I'm burning out of control  
Baby I'm burning body and soul  
Hot as a pistol of flaming desire  
Baby I'm burning  
You got me on fire  
Baby I'm burning out of control  
Baby I'm burning body and soul  
Hot as a pistol of flaming desire  
Baby I'm burning  
You got me on fire  

"
Dolly Parton,Act Like A Fool,/d/dolly+parton/act+like+a+fool_20041800.html,"(Dolly Parton)  
You make me act like a fool  
You treat me mean and cold and cruel  
You make me do things that I hate to do  
Why do you make me act like a fool?  
Now that you know just how much I care  
You treat me mean and it ain't right nor fair  
I keep holdin' on though I don't know what to  
While you make me act like a fool  
You know just how to hurt me and you often do  
When we're out in publib I start fightin' with you  
You start trouble in private when nobody knows  
Oh, then you go away smellin' just like a rose  
Though you make me act like a fool  
You treat me mean cold and cruel  
You make me do things that I hate to do  
Oh, why must you make me act like a fool?  
You know just how to hurt me as you often do  
You start flirtin' in public with somebody new  
You start trouble in private when nobody knows  
Oh then you go away smellin' just like a rose  
Though you make me act like a fool  
You treat mean and cold and cruel  
You make me do things that I hate to do  
Oh but why do you make, oh why do I let you  
Make me look like a fool?  

"
Dolly Parton,Appalachian Memories,/d/dolly+parton/appalachian+memories_20041615.html,"(Dolly Parton)  
You oughta go north somebody told us  
'Cause the air is filled with gold dust  
And fortune falls like snow flakes in your hands  
Now I don't recall you said it  
But we'd lived so long on credit  
And so we headed out to find our promised land  
Just poor Appalachian farm folk  
With nothing more than high hopes  
We hitched our station wagon to a star  
But our dreams all fell in on us  
'Cause there was no land of promise  
And it's a stuggle keepin' sight of who you are  
Oh and these northern nights are dreary  
And my southern heart is weary  
I wonder how the old folks are back home  
But I'll keep leanin' on sweet Jesus  
I know He'll love and guide and lead us  
Appalachian memories keep me strong  
Ya know I've been thinkin' a whole lot lately  
About what's been and what awaits me  
It takes all I've got to give what life demands  
You go insane if you give in to it  
Life's a mill and I've been through it  
I'm just thankful I'm creative with my hands  
Oh and these northern nights are dreary  
And my southern eyes are teary  
Don't I wonder how the old folks are back home  
But I'll keep leanin' on my Jesus  
I know he'll love and guide and lead us  
Appalachian memories keep me strong  
I'll keep lookin' to the Father  
Keep our heads above the water  
Appalachian memories keep me strong  

"
Conway Twitty,Country Bumpkin,/c/conway+twitty/country+bumpkin_20455820.html,"(Don Wayne)  
He walked into the bar and parked his lanky frame upon a tall bar stool  
With a long soft southern drawl said I'll just have a glass of anything that's
cool  
A barroom girl with wise and knowing eyes slowly looked me up and down  
And she said I wonder how on earth that country bumpkin found his way to town  
And she said hello country bumpkin how's the frost out on the pumpkin  
I've seen some sights but man you're somethin'  
Where'd you come from country bumpkin  
  
Just a short year later in a bed of joy filled tears and death like pain  
Into this wondrous world of many wonders another wonder came  
That same woman's face was wrapped up in a raptured look of love and
tenderness  
As I marveled at the soft and warm and cuddly boy child feeding at her breast  
And she said hello country bumpkin fresh as frost out on the pumpkins  
I've seen some sights but babe you're somethin' mommy loves her country
bumpkin  
  
Forty years of hard work later in a simple quiet and peaceful country place  
The heavy hand of time had not erased the raptured wonder from my woman's face  
She was lying on her death bed knowing fully well her race was nearly run  
Byt she softly smiled and looked into the sad eyes of her husband and her son  
And I said so long country bumpkins the frost is gone now from the pumpkins  
I've seem some sights and life's been somethin' see you later country bumpkins  
See you later country bumpkins

"
Chaka Khan,Diamonds Are Forever,/c/chaka+khan/diamonds+are+forever_20666580.html,"(Donald Black, John Barry)  
  
Diamonds are forever,  
They are all I need to please me,  
They can stimulate and tease me,  
They won't leave in the night,  
I've no fear that they might desert me.  
  
Diamonds are forever,  
Hold one up and then caress it,  
Touch it, stroke it and undress it,  
I can see ev'ry part,  
Nothing hides in the heart to hurt me.  
I don't need love,  
For what good will love do me?  
Diamonds never lie to me,  
For when love's gone,  
They'll lustre on.  
  
Diamonds are forever,  
Sparkling round my little finger.  
Unlike men, the diamonds linger

"
Mariah Carey,Don't Forget About Us,/m/mariah+carey/dont+forget+about+us_20489000.html,"(Don't forget about us)  
Don't baby, don't baby, don't let it go  
No baby, no baby, no baby no  
Don't baby, don't baby, don't let it go  
My baby boy  
  
Just let it die  
With no goodbyes  
Details don't matter  
We both paid the price  
Tears in my eyes  
You know sometimes  
It'd be like that baby  
  
Now every time I see you  
I pretend I'm fine  
When I wanna reach out to you  
But I turn and I walk and I let it ride  
Baby I must confess  
We were bigger than anything  
Remember us at our best  
And don't forget about  
  
[Chorus]  
Late nights, playin' in the dark  
And wakin' up inside my arms  
Boy, you'll always be in my heart and  
I can see it in your eyes  
You still want it  
So don't forget about us  
I'm just speaking from experience  
Nothing can compare to your first true love  
So I hope this will remind you  
When it's for real, it's forever  
So don't forget about us  
  
Oh they say  
That you're in a new relationship  
But we both know  
Nothing comes close to  
What we had, it perseveres  
That we both can't forget it  
How good we used to get it  
  
There's only one me and you  
And how we used to shine  
No matter what you go through  
We are one, that's a fact  
That you can't deny  
So baby we just can't let  
The fire pass us by  
Forever we'd both regret  
So don't forget about  
  
[Chorus]  
  
And if she's got your head all messed up now  
That's the trickery  
She'll wanna have like you know how this lovin' used to be  
I bet she can't do like me  
She'll never be M-C  
  
Baby don't you, don't you forget about us  
  
[Chorus: x2]  
  
Don't baby, don't baby, don't let it go  
No baby, no baby, no baby no  
Don't baby, don't baby, don't let it go  
  
When it's for real, it's forever  
So don't forget about us.

"
Peter Cetera,If You Leave Me Now,/p/peter+cetera/if+you+leave+me+now_20107403.html,"(Don't go, please don't go)  
If you leave me now, you'll take away the biggest part of me  
Oh, oh, oh, oh, no, baby please don't go  
And if you leave me now, you'll take away the very heart of me  
Oh, oh, oh, oh, no, baby please don't go  
A love like ours is love that's hard to find  
How could we let it slip away?  
  
We've come to far to leave it all behind  
How could we end it all this way?  
When tomorrow comes and we'll both regret things we said today  
  
A love like ours is love that's hard to find  
How could we let it slip away?  
  
We've come to far to leave it all behind  
How could we end it all this way?  
When tomorrow comes and we'll both regret things we said today  
  
If you leave me now, you'll take away the biggest part of me  
Oh, oh, oh, oh, no, baby, please don't go

"
